3.716216216216208790e-02,3.694665639181436700e-02,1.000000000000000222e+00,1.000000000000000000e+00,3.716216216216208790e-02,9.999999999999998890e-01,3.448275862068964082e-02,3.448275862068972408e-02,1.449017891249913537e-01,1.000000000000000000e+00
9.121621621621620046e-02,1.450038530696121097e-01,7.372421148864848339e-01,1.889198353697335020e-01,9.121621621621620046e-02,2.897954581553136566e-01,1.034482758620688392e-01,1.034482758620690890e-01,1.541643963107848514e-01,2.000000000000000000e+00
1.722972972972972305e-01,6.968918571795530703e-02,3.574706689014170991e-01,1.849974897374561111e-01,1.722972972972972305e-01,4.322490766084500780e-01,1.724137931034482041e-01,1.724137931034480653e-01,1.576914263062609012e-01,3.000000000000000000e+00
2.905405405405405150e-01,8.728487027998971248e-02,3.425019046167911418e-01,1.832049206515407036e-01,2.905405405405405150e-01,6.424913575936092025e-01,2.758620689655172931e-01,2.758620689655171265e-01,2.343320364339529782e-01,4.000000000000000000e+00
3.087837837837837385e-01,1.839969175443103011e-01,5.510650617095840254e-01,1.725868591111791583e-01,3.087837837837837385e-01,6.364902613682535959e-01,3.103448275862069616e-01,3.103448275862067951e-01,2.855843853642024421e-01,5.000000000000000000e+00
5.831081081081079809e-01,1.124839455432828095e-01,6.330031997562091117e-01,9.679464978481547299e-02,5.831081081081079809e-01,6.210351882037329352e-01,5.862068965517240882e-01,5.862068965517238661e-01,4.376365502994964962e-01,6.000000000000000000e+00
2.364864864864862914e-02,1.131518109427177010e-01,6.744781349992382546e-01,5.189397295359907819e-02,2.364864864864862914e-02,4.467100420916735037e-02,3.448275862068964082e-02,3.448275862068972408e-02,9.355272362442161593e-02,7.000000000000000000e+00
8.783783783783780108e-02,3.283585923452350119e-01,5.276489410330642560e-01,4.261421694574880209e-02,8.783783783783780108e-02,6.396691215488198301e-02,1.034482758620688392e-01,1.034482758620690890e-01,1.811210735515794423e-01,8.000000000000000000e+00
4.763513513513513153e-01,1.989211405086051820e-01,2.590095992686272108e-01,3.816028630416865020e-02,4.763513513513513153e-01,2.056877324591410983e-01,4.827586206896550269e-01,4.827586206896551380e-01,3.671081504928478401e-01,9.000000000000000000e+00
3.716216216216208790e-02,1.713245997088791717e-01,2.794453755904312553e-01,3.245793632255934702e-02,3.716216216216208790e-02,3.222371189582104445e-02,3.448275862068964082e-02,3.448275862068972408e-02,8.988349506240495002e-02,1.000000000000000000e+01
6.756756756756687743e-03,7.173559380083910364e-02,3.305927167453908688e-01,3.184634508458376867e-02,6.756756756756687743e-03,2.189242526038930048e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.756838659905047312e-02,1.100000000000000000e+01
1.621621621621621157e-01,3.326740303108142727e-01,1.628584488800853547e-01,2.499695278290122585e-02,1.621621621621621157e-01,5.626938069569202561e-02,1.724137931034482041e-01,1.724137931034480653e-01,2.024817596929301966e-01,1.200000000000000000e+01
5.550675675675674769e-01,4.172446271084852276e-02,3.096084107877495328e-01,2.338898867294367245e-02,5.550675675675674769e-01,1.454810565985418802e-01,5.517241379310344751e-01,5.517241379310344751e-01,3.757908115659365778e-01,1.300000000000000000e+01
6.418918918918914418e-02,2.969860433256271692e-01,8.438823708669818124e-02,2.274807971627321873e-02,6.418918918918914418e-02,2.872428385505246262e-02,6.896551724137933714e-02,6.896551724137942041e-02,1.269236449230639885e-01,1.400000000000000000e+01
6.418918918918914418e-02,1.069355253018237917e-01,6.465945451775103603e-01,1.901484947821441285e-02,6.418918918918914418e-02,2.399439512894395443e-02,6.896551724137933714e-02,6.896551724137942041e-02,1.135291343041622270e-01,1.500000000000000000e+01
1.216216216216215729e-01,4.669064132203099016e-02,4.671644065214078934e-01,1.827675174711588385e-02,1.216216216216215729e-01,3.372708313968450500e-02,1.379310344827585355e-01,1.379310344827587576e-01,1.203336462857804295e-01,1.600000000000000000e+01
3.368243243243242979e-01,3.882181693638153686e-02,2.406033825994210174e-01,1.587194707775907432e-02,3.368243243243242979e-01,6.418271272379058590e-02,3.448275862068966857e-01,3.448275862068964637e-01,2.353638029338262494e-01,1.700000000000000000e+01
6.249999999999998890e-01,2.878243000256871520e-01,2.235014475087612751e-01,1.525122761235103014e-02,6.249999999999998890e-01,1.066488416661880434e-01,6.206896551724137012e-01,6.206896551724134792e-01,4.794619180677110459e-01,1.800000000000000000e+01
2.027027027027022976e-02,1.163798270399862833e-01,2.027426481791863855e-01,1.427880291351541625e-02,2.027027027027022976e-02,1.156908747617670097e-02,3.448275862068964082e-02,3.448275862068972408e-02,5.853034132469950301e-02,1.900000000000000000e+01
5.479729729729729826e-01,3.105574107372206516e-01,4.401645588907515672e-02,1.277575972357579415e-02,5.479729729729729826e-01,7.968590866325957200e-02,5.517241379310344751e-01,5.517241379310344751e-01,4.257751689959662356e-01,2.000000000000000000e+01
9.999999999999997780e-01,7.952735679424607906e-02,7.854944385189702172e-02,1.228809759685989267e-02,9.999999999999997780e-01,1.339858719553214395e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.441918873947467539e-01,2.100000000000000000e+01
3.006756756756756577e-01,1.324685332648343206e-01,2.995154654883437906e-01,1.183447838892155712e-02,3.006756756756756577e-01,4.378775077730454046e-02,3.103448275862069616e-01,3.103448275862067951e-01,2.423194917708985374e-01,2.200000000000000000e+01
3.310810810810809746e-01,1.802551588320917830e-01,2.801767484382142737e-01,9.574329276641674324e-03,3.310810810810809746e-01,3.868555504679722923e-02,3.448275862068966857e-01,3.448275862068964637e-01,2.726188200295071029e-01,2.300000000000000000e+01
6.418918918918914418e-02,4.180152410309101452e-02,2.576504647264970527e-01,9.502484757202576959e-03,6.418918918918914418e-02,1.194246864965917143e-02,6.896551724137933714e-02,6.896551724137942041e-02,6.891444027256667104e-02,2.400000000000000000e+01
1.148648648648648296e-01,9.686617004880554438e-02,1.762669510894408487e-01,8.892396991980584808e-03,1.148648648648648296e-01,1.588900166868585651e-02,1.034482758620688392e-01,1.034482758620690890e-01,1.095318701985484866e-01,2.500000000000000000e+01
3.226351351351350871e-01,3.127408168507577746e-01,1.554228249276246032e-01,7.541311941063867652e-03,3.226351351351350871e-01,3.008092360208708405e-02,3.103448275862069616e-01,3.103448275862067951e-01,2.947623317058731818e-01,2.600000000000000000e+01
3.648648648648648019e-01,6.035619487969860752e-02,6.353801615115042822e-02,7.058052841697748381e-03,3.648648648648648019e-01,3.140444313570862900e-02,3.793103448275862988e-01,3.793103448275861322e-01,2.460337792325489881e-01,2.700000000000000000e+01
2.635135135135134310e-01,1.141364842880383534e-01,5.813195185128752773e-02,6.828988028598201310e-03,2.635135135135134310e-01,2.305947416415679574e-02,2.758620689655172931e-01,2.758620689655171265e-01,1.977440875824112154e-01,2.800000000000000000e+01
4.986486486486485514e-01,3.230584810343350988e-02,9.006247143074813666e-02,6.798596400793624484e-03,4.986486486486485514e-01,4.000069606156619884e-02,5.172413793103447510e-01,5.172413793103448620e-01,3.227250229286627303e-01,2.900000000000000000e+01
7.432432432432428682e-02,7.297713845363472396e-02,4.026207527045561063e-02,5.126305135164890836e-03,7.432432432432428682e-02,6.965162977946137701e-03,6.896551724137933714e-02,6.896551724137942041e-02,6.860789680438389437e-02,3.000000000000000000e+01
7.094594594594591519e-02,3.036989468276393156e-01,8.003656864238919977e-02,4.904650294922291431e-03,7.094594594594591519e-02,6.480497887395852974e-03,6.896551724137933714e-02,6.896551724137942041e-02,1.318334096146221712e-01,3.100000000000000000e+01
5.972972972972971917e-01,8.630875931158489556e-02,1.655950022855404158e-02,4.885212540036674989e-03,5.972972972972971917e-01,3.465845934649557092e-02,6.206896551724137012e-01,6.206896551724134792e-01,3.931175292547319788e-01,3.200000000000000000e+01
5.405405405405400154e-02,0.000000000000000000e+00,9.992381532835595270e-02,4.136483108752093962e-03,5.405405405405400154e-02,4.675714798655569715e-03,6.896551724137933714e-02,6.896551724137942041e-02,4.033005594780073727e-02,3.300000000000000000e+01
5.067567567567562992e-02,5.897765219624966082e-02,1.256193813804662995e-01,4.133368772333959051e-03,5.067567567567562992e-02,4.516129078458858137e-03,3.448275862068964082e-02,3.448275862068972408e-02,5.600232725244425058e-02,3.400000000000000000e+01
4.915540540540540015e-01,9.999999999999998890e-01,5.955812890446443575e-02,3.085985217641105949e-03,4.915540540540540015e-01,1.912418411487248893e-02,4.827586206896550269e-01,4.827586206896551380e-01,5.786869761785062849e-01,3.500000000000000000e+01
4.847972972972972583e-01,1.835345491908553783e-01,6.582355630047237449e-02,2.762738575620656001e-03,4.847972972972972583e-01,1.713077693504039267e-02,4.827586206896550269e-01,4.827586206896551380e-01,3.533852386264845213e-01,3.600000000000000000e+01
3.297297297297296370e-01,2.951451322887232998e-02,5.507237543806187130e-02,2.238241366441955094e-03,3.297297297297296370e-01,1.003080573709408396e-02,3.448275862068966857e-01,3.448275862068964637e-01,2.152055480504807827e-01,3.700000000000000000e+01
0.000000000000000000e+00,7.553728915146844247e-02,9.262837117172029178e-02,1.369126723959716851e-03,0.000000000000000000e+00,4.256215965847548466e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.687346006197238735e-02,3.800000000000000000e+01
3.716216216216208790e-02,1.573679253360732999e-01,3.168063385646810448e-02,1.268501440380591372e-03,3.716216216216208790e-02,1.026726615804496312e-03,3.448275862068964082e-02,3.448275862068972408e-02,6.783523287126312640e-02,3.900000000000000000e+01
5.760135135135134865e-01,1.269115506464594534e-01,2.408045101325614890e-02,9.940102719406332388e-04,5.760135135135134865e-01,8.932611071589643958e-03,5.862068965517240882e-01,5.862068965517238661e-01,3.913474432956831062e-01,4.000000000000000000e+01
