8.366666666666666696e-01,3.069313209461604908e-02,5.438942733573028931e-01,7.432034329293460972e-01,6.236935411740811563e-01,1.300000000000000000e+02
8.433333333333332682e-01,3.805726425264763235e-02,4.893504767859934712e-01,7.613224434278822450e-01,6.222288790852550378e-01,1.310000000000000000e+02
6.833333333333333481e-01,1.877417718308073136e-01,9.611080714918451839e-01,7.662696299528004573e-01,6.284031489254057190e-01,1.320000000000000000e+02
7.966666666666666341e-01,1.662993848690468845e-01,1.396031994163930978e-01,7.681323769378664013e-01,5.700121942349879456e-01,1.330000000000000000e+02
8.733333333333332948e-01,1.984986365654131946e-01,2.854397894846542605e-01,7.733752291007701674e-01,6.433125635021298416e-01,1.340000000000000000e+02
9.033333333333333215e-01,1.230420445177246719e-01,5.300792037934448642e-01,7.930009046406139017e-01,6.827135156765273827e-01,1.350000000000000000e+02
8.900000000000000133e-01,1.310006975711839883e-01,2.693645458808816562e-01,7.973102446806917820e-01,6.384865620932185237e-01,1.360000000000000000e+02
9.599999999999999645e-01,2.688027141860613312e-02,3.236803710072430063e-01,8.171567337982715840e-01,6.675871705319154081e-01,1.370000000000000000e+02
6.899999999999999467e-01,1.919906144967975514e-01,2.642058777551977711e-01,8.180891766059509296e-01,5.340683417363845109e-01,1.380000000000000000e+02
9.200000000000000400e-01,8.314493626736000342e-01,7.089000052107758965e-01,8.206031365151874590e-01,8.647419693822251396e-01,1.390000000000000000e+02
9.233333333333333393e-01,3.091984272940579981e-01,5.394325465061747815e-01,8.211431406641302999e-01,7.354943675316225615e-01,1.400000000000000000e+02
8.833333333333333037e-01,1.079253598833153915e-01,1.532489187640039274e-01,8.212869635513239119e-01,6.143214370504842536e-01,1.410000000000000000e+02
9.533333333333333659e-01,5.833439025936967837e-02,2.977046532228648790e-01,8.307573531456043936e-01,6.671157181539048020e-01,1.420000000000000000e+02
4.143333333333333313e-01,2.170397615574862493e-01,1.549619613360429249e-01,8.403715656270784873e-01,3.627291587682288099e-01,1.430000000000000000e+02
7.633333333333333082e-01,5.599752679307502534e-01,4.758350268354958335e-01,8.498825891969229440e-01,6.851143371726606812e-01,1.440000000000000000e+02
1.166666666666665853e-01,4.003900057074006313e-01,1.862526705226408286e-01,8.536406972790206993e-01,2.307900337870305296e-01,1.450000000000000000e+02
7.500000000000000000e-01,6.111119918828080699e-01,2.723998228336199090e-01,8.711127721139718671e-01,6.591517560514081886e-01,1.460000000000000000e+02
6.999999999999999556e-01,1.467119031010210295e-01,2.306745349382522958e-01,8.823058284091370718e-01,5.298116404165587046e-01,1.470000000000000000e+02
9.499999999999999556e-01,4.867382205593253075e-01,3.483664217602001067e-01,8.843439430782160660e-01,7.631914130523227424e-01,1.480000000000000000e+02
6.266666666666665941e-01,1.861960175026951825e-01,1.597298212703871512e-01,8.877892764799856229e-01,4.847356779748697164e-01,1.490000000000000000e+02
6.466666666666667229e-01,3.622693258925741011e-01,1.069055807409723113e-01,8.930706239881605057e-01,5.249001988117120154e-01,1.500000000000000000e+02
-2.220446049250313081e-16,3.500935379542139958e-01,3.172515762597050704e-01,8.933037346900803977e-01,1.737986814497012311e-01,1.510000000000000000e+02
9.033333333333333215e-01,2.694606506436679760e-01,2.731228179875983542e-01,8.948601228856966072e-01,6.811646530673765021e-01,1.520000000000000000e+02
8.633333333333332860e-01,7.000285370029807330e-02,3.702125996560887700e-01,9.075769532645121540e-01,6.321281382710215446e-01,1.530000000000000000e+02
9.266666666666666385e-01,2.649977804553241278e-02,2.597311239643582681e-01,9.164902296675071502e-01,6.447711637903578152e-01,1.540000000000000000e+02
8.766666666666667052e-01,3.268992960872598719e-01,1.766257620759730806e-01,9.310211531922265582e-01,6.653008294017741520e-01,1.550000000000000000e+02
8.533333333333332771e-01,5.122233496099943828e-01,1.242639779063102190e-01,9.312831354030997044e-01,6.816703847371592406e-01,1.560000000000000000e+02
9.000000000000000222e-01,7.117604160060880814e-02,3.083737168464384393e-01,9.328945933287566827e-01,6.463890121835204061e-01,1.570000000000000000e+02
8.866666666666667140e-01,3.711792123787177600e-01,2.045424938773383328e-01,9.340654934140879551e-01,6.844774789078990063e-01,1.580000000000000000e+02
9.866666666666666918e-01,1.590224491090113657e-01,2.043405763118128216e-01,9.357250705213339126e-01,7.000399069077603009e-01,1.590000000000000000e+02
8.699999999999999956e-01,8.508783055361789083e-02,1.137251836798499061e-01,9.398745479470218545e-01,6.034630757141229429e-01,1.600000000000000000e+02
8.433333333333332682e-01,2.251807343522100602e-01,1.725874107654629674e-01,9.399178552104519024e-01,6.249878464893731111e-01,1.610000000000000000e+02
9.433333333333333570e-01,1.876545754328112492e-01,2.429459121463185822e-01,9.444731377342067136e-01,6.866555015385362726e-01,1.620000000000000000e+02
7.766666666666666163e-01,1.998065825353542158e-01,1.844158720233442517e-01,9.448725269413951189e-01,5.827413347308756375e-01,1.630000000000000000e+02
9.166666666666666297e-01,1.812258228169192908e-01,1.822534000312646396e-01,9.454996802747712703e-01,6.608457983941807834e-01,1.640000000000000000e+02
6.499999999999999112e-01,1.792599403893715693e-01,1.668685842321921409e-01,9.474682894593329241e-01,5.018015099782314747e-01,1.650000000000000000e+02
8.933333333333333126e-01,1.923076923076923461e-01,9.804726173727265626e-02,9.483985936367194114e-01,6.372218572426384675e-01,1.660000000000000000e+02
9.566666666666666652e-01,1.961601877100640767e-01,1.237884946068469327e-01,9.491738471178748915e-01,6.790061166280357829e-01,1.670000000000000000e+02
8.533333333333332771e-01,3.494514553871520546e-01,1.551638789015684083e-01,9.496897916760231873e-01,6.542150911332076380e-01,1.680000000000000000e+02
8.666666666666666963e-01,2.825084025619887251e-01,1.291099994789224048e-01,9.511183967116420002e-01,6.446714573672364113e-01,1.690000000000000000e+02
9.000000000000000222e-01,3.705133489758387078e-01,1.480967641081756825e-01,9.555261137451906972e-01,6.852201441964448358e-01,1.700000000000000000e+02
8.266666666666666607e-01,8.240852305155686730e-02,9.993616799541449325e-02,9.625183654876398043e-01,5.768770546761480267e-01,1.710000000000000000e+02
9.299999999999999378e-01,1.255469592237935528e-01,7.792715335313424307e-02,9.638004743481989323e-01,6.431558681702314040e-01,1.720000000000000000e+02
8.566666666666666874e-01,2.463932399010717589e-01,6.327184617789585741e-02,9.641640414979821827e-01,6.225948697172343227e-01,1.730000000000000000e+02
8.533333333333332771e-01,3.182509987951043229e-01,1.963746026783387832e-01,9.680130413675257506e-01,6.550612518918371707e-01,1.740000000000000000e+02
7.933333333333333348e-01,1.033673663517027386e-01,4.554869470064087933e-02,9.690882377472523901e-01,5.540046820034462138e-01,1.750000000000000000e+02
9.333333333333333481e-01,9.606664975585012256e-02,1.108462300036475168e-01,9.699538483582804682e-01,6.443291140477985790e-01,1.760000000000000000e+02
9.299999999999999378e-01,1.224395966770245731e-01,1.191704444791829298e-01,9.704869019587714085e-01,6.489991395271795804e-01,1.770000000000000000e+02
9.233333333333333393e-01,7.919018327097487875e-03,3.210814965348340322e-01,9.707280325242895191e-01,6.514366496764342207e-01,1.780000000000000000e+02
8.666666666666666963e-01,8.327256008624518702e-02,7.345891303215046353e-02,9.724384021009904178e-01,5.972612437209825487e-01,1.790000000000000000e+02
8.399999999999999689e-01,1.326495021878369429e-01,9.345526548903129727e-02,9.734724298475797566e-01,5.946669085459084236e-01,1.800000000000000000e+02
8.100000000000000533e-01,1.418526856490583132e-01,4.679928091292789860e-02,9.801102036189901501e-01,5.724968365669117487e-01,1.810000000000000000e+02
8.300000000000000711e-01,8.274145475299640728e-02,1.584662081183887961e-01,9.801930755428378550e-01,5.886039476564963735e-01,1.820000000000000000e+02
9.066666666666666208e-01,1.675042805504471100e-01,7.538690010942628028e-02,9.802914525363085607e-01,6.386644378393496746e-01,1.830000000000000000e+02
5.599999999999999423e-01,8.064874120109076505e-02,4.499504976290968905e-02,9.806587622891043132e-01,4.130771835120729540e-01,1.840000000000000000e+02
9.399999999999999467e-01,1.267914896315556206e-01,4.804335365535924995e-02,9.829850573901438571e-01,6.460899800317665420e-01,1.850000000000000000e+02
9.699999999999999734e-01,1.292092079396317539e-03,8.547626491584595088e-02,9.834796156453637916e-01,6.436700952061643610e-01,1.860000000000000000e+02
9.033333333333333215e-01,1.091619633458050936e-01,5.384685529675367621e-02,9.840533032214188180e-01,6.218994744244038531e-01,1.870000000000000000e+02
9.899999999999999911e-01,4.408174265964870386e-02,7.004585482778383221e-02,9.844216822893609997e-01,6.619142041031452761e-01,1.880000000000000000e+02
7.433333333333334014e-01,9.630445811402120471e-02,5.011463706945962215e-02,9.865667284730821329e-01,5.249858727440234185e-01,1.890000000000000000e+02
9.200000000000000400e-01,7.083518295389693020e-02,1.129956750560158207e-01,9.873120411301378185e-01,6.327679291995543798e-01,1.900000000000000000e+02
5.323333333333333250e-01,8.204388356902787838e-02,2.626231045802718267e-02,9.878627384305447290e-01,3.948231872560816202e-01,1.910000000000000000e+02
9.666666666666666741e-01,2.838639102035642181e-02,7.884555260278253153e-02,9.887165865749621974e-01,6.465849576373541296e-01,1.920000000000000000e+02
9.699999999999999734e-01,8.970923964740951106e-02,4.136053358345054276e-02,9.890031630342031033e-01,6.555410608997066513e-01,1.930000000000000000e+02
1.000000000000000000e+00,6.355824719386141131e-02,4.403105622427178067e-02,9.895805932132706317e-01,6.682513257049906841e-01,1.940000000000000000e+02
8.766666666666667052e-01,1.148931447777284814e-01,3.606508259079774237e-02,9.910722878425284321e-01,6.052434350254533024e-01,1.950000000000000000e+02
9.566666666666666652e-01,4.784704166402437009e-02,1.655724037309153074e-02,9.930676299057505929e-01,6.358026183361341621e-01,1.960000000000000000e+02
6.366666666666667140e-01,6.950345614813877027e-02,1.824422906570785652e-02,9.935007025400511838e-01,4.526783729588663152e-01,1.970000000000000000e+02
9.399999999999999467e-01,5.394286257847677457e-02,2.049788963576673617e-02,9.957104422901308372e-01,6.280063957635916294e-01,1.980000000000000000e+02
8.366666666666666696e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.536330611225317444e-01,1.990000000000000000e+02
